WAV D5 FFT frec media,median,WAV D4 FFT frec media,Valor FFT umbral 10Hz - 20 Hz   ,FREC MAX WAV D4,FFT rms,elongation,WAV D3 the ratio of the largest absolute value to the root-mean-square (RMS).,WAV D4 the difference between the maximum and minimum values,FREC MAX WAV D4,WAV D3 FFT frec media,WAV D3 FFT frec media,percentage of energy D5,WAV A6 (RMS) root-mean-square ,FREC 3er pico FFT,FFT ENERGIA,WAV D5 FFT frec media,WAV D5 the ratio of the largest absolute value to the root-mean-square (RMS).,FFT 3ER PICO MAS ALTO,percentage of energy D4,WAV D5 the ratio of the largest absolute value to the root-mean-square (RMS).,WAV D3 FFT frec media,WAV D4 the ratio of the largest absolute value to the root-mean-square (RMS).,WAV D5 FFT VMAX,FREC MAX WAV D6,WAV D2 FFT VMAX,contrast,percentage of energy A6,FFT 2DO PICO MAS ALTO,FFT peak2rms,72 WAV D4 (RMS) root-mean-square ,WAV D2 (RMS) root-mean-square ,FFT DENSIDAD DE N?MERO DE PICOS SOBRE RMS,ang_seg_mom,WAV D1 FFT frec media,WAV D2 FFT VMAX,WAV D3 FFT VMAX,FREC MAX WAV D6,Etiqueta
0.199866857614833,0.0,0.194929041966487,0.0955598096679254,0.06640625,0.151595245199001,0.9682739343116752,0.0340354018237383,0.311384868014749,0.06640625,0.103968974894614,0.103968974894614,0.353464847861143,0.0679665358598828,0.0535372848948375,0.1100686913750262,0.199866857614833,0.276762864076296,0.1817362640165038,0.67898936795701,0.276762864076296,0.103968974894614,0.241358681425711,0.170390012034555,0.939393939393939,0.0298475703930082,0.0028865507436705,0.0068796946766219,0.18477672095331,0.618683226737483,0.335303533187559,0.0507871018822977,0.237481933923106,0.9940871381273756,0.122397136454257,0.0298475703930082,0.117600322131037,0.939393939393939,1.0
0.224266605375647,0.0,0.473211432745306,0.83098420631329,0.6328125,0.72692437922673,0.94504962478819,0.171732807973221,0.437142928054923,0.6328125,0.622485623934126,0.622485623934126,0.0512356941370528,0.032984130809039,0.219885277246654,0.6508476837831454,0.224266605375647,0.211514255494477,0.274405398490229,0.307058870661517,0.211514255494477,0.622485623934126,0.148507640139082,0.207176375902648,0.636363636363636,0.425237071338043,0.3330062250300974,0.0003961853363883,0.26397624533741,0.0101712178724567,0.569589520836123,0.708297907572958,0.699654466442045,0.6285666682993197,0.726808125749181,0.425237071338043,0.415379498923158,0.636363636363636,0.0
0.186207132765879,0.0,0.205219901620237,0.130341057974402,0.14453125,0.162894900512917,0.971008939974464,0.121750862232561,0.262856849780588,0.14453125,0.108542134617357,0.108542134617357,0.270740257321567,0.0784844686935681,0.0702676864244742,0.1217074893527542,0.186207132765879,0.334263947603906,0.2359984432893223,0.722722913990875,0.334263947603906,0.108542134617357,0.138322594645709,0.163422770586871,0.0909090909090909,0.0544793729845621,0.0674351760563046,0.0552743880562632,0.247594558414654,0.487907958443935,0.338110816880033,0.0579134390592236,0.219859599603724,0.9132231372460063,0.13940639185077,0.0544793729845621,0.0707531041153494,0.0909090909090909,1.0
0.339110935283252,0.0,0.213091174048905,0.110566546460174,0.1171875,0.233356066895712,0.9724347298117806,0.205317959067485,0.211387277796463,0.1171875,0.121295828402542,0.121295828402542,0.574458260156424,0.0664584140759297,0.0401529636711281,0.0913434656256374,0.339110935283252,0.214511061303827,0.1822106207687726,0.419570764860463,0.214511061303827,0.121295828402542,0.144408631541226,0.221017053659289,0.727272727272727,0.0308916416442611,0.1699467880899321,0.0076972306423972,0.170249972862885,0.237989171896882,0.291128025611941,0.085405845081979,0.258364660152982,0.8302829144230232,0.382901640470207,0.0308916416442611,0.0853037213787658,0.727272727272727,1.0
0.163021760723331,0.0,0.289056075665119,0.345781674270471,0.23828125,0.282067257923497,0.9637611749680736,0.273699432818287,0.498218366686118,0.23828125,0.251820278957749,0.251820278957749,0.125013801028299,0.0806995696548939,0.0501912045889101,0.2742305104176644,0.163021760723331,0.37723658003962,0.177101812927623,0.530258451796299,0.37723658003962,0.251820278957749,0.431083890714208,0.18552012203484,0.560606060606061,0.125070993663783,0.0485007527047059,0.0389437488681137,0.182777055686019,0.158823880262598,0.43216888562202,0.248175028739592,0.485033773171574,0.9385104831860124,0.278913643355118,0.125070993663783,0.236535346127964,0.560606060606061,1.0
0.212988329677373,0.0,0.330233475186691,0.131173990580946,0.390625,0.28973855667634,0.9690904139433664,0.0629009409104326,0.439650091164618,0.390625,0.1751452207054,0.1751452207054,0.227304726048763,0.0537028991528812,0.0630975143403442,0.1316517552076447,0.212988329677373,0.145315211295437,0.2928511907359128,0.750480033779922,0.145315211295437,0.1751452207054,0.237391011267009,0.240000788110022,0.575757575757576,0.0716849890364769,0.0027307332041189,0.0205632778776701,0.281533673310053,0.350340531186908,0.498421829415123,0.132895450059145,0.223128591970205,0.9954034767493698,0.201398685665304,0.0716849890364769,0.143663899331141,0.575757575757576,1.0
0.3836785205994,0.0,0.396437032652604,0.0328553488408058,0.15625,0.408869022924897,0.973096296296294,0.224409114866246,0.585291847050598,0.15625,0.140922138191777,0.140922138191777,0.329784079442003,0.0713380136103077,0.0898661567877629,0.4962431966390511,0.3836785205994,0.378604977304797,0.3897188826330346,0.82540375537436,0.378604977304797,0.140922138191777,0.161272686698879,0.284876169596492,0.666666666666667,0.0322912163288387,0.3869144057449961,0.0027843947904105,0.384075066608769,0.830100956848887,0.735451569486414,0.0456782752419617,0.145174468440627,0.6395538809198605,0.151694490646488,0.0322912163288387,0.130810775626481,0.666666666666667,1.0
0.248039547966957,0.0,0.33604674943308,0.13649605101025,0.26171875,0.307382660316922,0.971787223465082,0.265113617811955,0.810655550666412,0.26171875,0.207773049131797,0.207773049131797,0.248001607028497,0.0508367117170074,0.0454110898661568,0.3136346856668671,0.248039547966957,0.549228511711974,0.3027861585679874,0.729094292368494,0.549228511711974,0.207773049131797,0.495885885862299,0.32095673901229,0.878787878787879,0.0559240153431854,0.5864468048373225,0.0059474587370042,0.302409441216502,0.361241345127999,0.641195168712245,0.106412578946063,0.250069315579808,0.606526639388574,0.0758264729978044,0.0559240153431854,0.193030875210059,0.878787878787879,1.0
0.255454363657844,0.0,0.291185129098199,0.127534170589393,0.21875,0.256012546556213,0.9665709447021484,0.172541759048893,0.393640499557231,0.21875,0.146823442404438,0.146823442404438,0.293562459700236,0.0754641923807262,0.0879541108986616,0.1068089905867369,0.255454363657844,0.341805388544717,0.2173638796591467,0.69331236922057,0.341805388544717,0.146823442404438,0.332765543477126,0.190981599108412,0.636363636363636,0.0458399277026757,0.0858480198951793,0.01925828039748,0.249522425494161,0.314812305029129,0.402714765702527,0.0936577190570906,0.231518132013723,0.8980397220441172,0.233806874929214,0.0458399277026757,0.154412714419029,0.636363636363636,1.0
0.284395417517084,0.0,0.546181232308185,0.342464610953402,0.32421875,0.58623027118885,0.9609865085503166,0.136142124451317,0.646529418106295,0.32421875,0.527963605932153,0.527963605932153,0.0924573515537835,0.1135622073357389,0.0822179732313576,0.9100804258919588,0.284395417517084,0.31337960455789,0.351200547982247,0.573736355135699,0.31337960455789,0.527963605932153,0.159237666580457,0.183660329074941,0.757575757575758,0.268542774156758,0.4613292641233509,0.0014972678029384,0.329164479114342,0.163155651473829,0.822995671684605,0.447363067043926,0.486712090725801,0.6076031027576672,0.325309561551178,0.268542774156758,0.352402682150068,0.757575757575758,0.0
