WAV A6 FFT frec media,solidity,x_center_mass,WAV D6 (RMS) root-mean-square ,Kurtosis frecuencia,WAV D3 (RMS) root-mean-square ,WAV D3 FFT frec media,FREC MAX WAV D3,WAV D2 FFT VMAX,WAV D3 FFT frec media,entropy,WAV D5 FFT VMAX,median,WAV D3 FFT VMAX,percentage of energy D3,MSE frecuencia,WAV D4 the ratio of the largest absolute value to the root-mean-square (RMS).,WAV D3 the ratio of the largest absolute value to the root-mean-square (RMS).,FFT peak2rms,WAV D5 (RMS) root-mean-square ,WAV D6 (RMS) root-mean-square ,WAV D5 FFT VMAX,FFT peak2rms,WAV A6 FFT frec media,percentage of energy D5,Desviacion estandar tiempo,percentage of energy D3.1,WAV A6 the ratio of the largest absolute value to the root-mean-square (RMS).,WAV D1 the ratio of the largest absolute value to the root-mean-square (RMS).,percentage of energy D1,Etiqueta
0.0551221079339141,0.0,0.50390625,0.177183931403716,0.0063485058722675,0.155395103799999,0.103968974894614,0.281124497991968,0.0298475703930082,0.103968974894614,0.0091060168495703,0.170390012034555,0.0,0.117600322131037,0.158120754105053,0.116506383383937,0.241358681425711,0.0340354018237383,0.618683226737483,0.25323039230194,0.177183931403716,0.170390012034555,0.618683226737483,0.0551221079339141,0.353464847861143,0.2265927659898768,0.0319252626384123,0.133384418635927,0.168217155349704,0.0605637076258606,1.0
0.0468628781969449,0.0,0.1523437500000007,0.0450746660198398,0.026218768804211,0.687016529664436,0.622485623934126,0.417670682730924,0.425237071338043,0.622485623934126,0.4663486191551194,0.207176375902648,0.0,0.415379498923158,0.418242703811342,0.455804776645822,0.148507640139082,0.171732807973221,0.0101712178724567,0.242764925726088,0.0450746660198398,0.207176375902648,0.0101712178724567,0.0468628781969449,0.0512356941370528,0.8735690647147955,0.373240052042409,0.155448276165965,0.36393375836548,0.124396442620771,0.0
0.151453864924714,0.0,0.5377604166666666,0.180371207671089,0.0091203143557901,0.141922976983173,0.108542134617357,0.150602409638554,0.0544793729845621,0.108542134617357,0.1215125015196817,0.163422770586871,0.0,0.0707531041153494,0.140889560262358,0.0992910668454643,0.138322594645709,0.121750862232561,0.487907958443935,0.211938677682632,0.180371207671089,0.163422770586871,0.487907958443935,0.151453864924714,0.270740257321567,0.2116537236802701,0.039461388645664,0.524068029078715,0.107214850981423,0.0639088962874952,1.0
0.085738155165561,0.0,0.5299479166666667,0.192160265846033,0.0032793887022961,0.155530867170078,0.121295828402542,0.0401606425702811,0.0308916416442611,0.121295828402542,0.2306897999131577,0.221017053659289,0.0,0.0853037213787658,0.126788486053686,0.34589604657459,0.144408631541226,0.205317959067485,0.237989171896882,0.361463447330323,0.192160265846033,0.221017053659289,0.237989171896882,0.085738155165561,0.574458260156424,0.2733018014464634,0.0510456508957875,0.21871763222588,0.0568425197155736,0.198457399154099,1.0
0.110877309474993,0.0,0.2513020833333339,0.144331025119495,0.0060137677080158,0.351240786225143,0.251820278957749,0.475903614457831,0.125070993663783,0.251820278957749,0.0826050685733106,0.18552012203484,0.0,0.236535346127964,0.343389388521183,0.376016187500788,0.431083890714208,0.273699432818287,0.158823880262598,0.215970588485895,0.144331025119495,0.18552012203484,0.158823880262598,0.110877309474993,0.125013801028299,0.4143610808665157,0.168312284580345,0.226329965041304,0.0779959715244954,0.0889743264966581,1.0
0.0778992011712117,0.0,0.4023437500000002,0.18118679096268,0.0152627103631202,0.228393645089255,0.1751452207054,0.164658634538153,0.0716849890364769,0.1751452207054,0.0073213173257384,0.240000788110022,0.0,0.143663899331141,0.158947386312988,0.201446194118488,0.237391011267009,0.0629009409104326,0.350340531186908,0.256874272817213,0.18118679096268,0.240000788110022,0.350340531186908,0.0778992011712117,0.227304726048763,0.390324628573817,0.0600783548520129,0.228085768264734,0.125266125891426,0.0458710846822899,1.0
0.0995292826176881,0.0,0.5182291666666655,0.205843318406105,0.0225293520845521,0.225718091064219,0.140922138191777,0.196787148594378,0.0322912163288387,0.140922138191777,0.4824491075953072,0.284876169596492,0.0,0.130810775626481,0.0759993234950175,0.079028637387013,0.161272686698879,0.224409114866246,0.830100956848887,0.48829243756147,0.205843318406105,0.284876169596492,0.830100956848887,0.0995292826176881,0.329784079442003,0.6413261668139602,0.0065855549288193,0.322048581663587,0.0709134477500532,0.0194136846804152,1.0
0.043899884647382,0.0,0.51171875,0.171540270124176,0.0206987495122033,0.383385304895265,0.207773049131797,0.248995983935743,0.0559240153431854,0.207773049131797,0.4789586619549821,0.32095673901229,0.0,0.193030875210059,0.253530593274237,0.122441965929321,0.495885885862299,0.265113617811955,0.361241345127999,0.392874003010615,0.171540270124176,0.32095673901229,0.361241345127999,0.043899884647382,0.248001607028497,0.5815804888103863,0.0253252843103414,0.169304826056212,0.0953261726980123,0.0120157863105877,1.0
0.136706250015464,0.0,0.5624999999999989,0.141391323196859,0.0052492820483581,0.187911762421721,0.146823442404438,0.188755020080321,0.0458399277026757,0.146823442404438,0.1376832345460959,0.190981599108412,0.0,0.154412714419029,0.158831226052789,0.208968144034055,0.332765543477126,0.172541759048893,0.314812305029129,0.274256241554308,0.141391323196859,0.190981599108412,0.314812305029129,0.136706250015464,0.293562459700236,0.3048316160432892,0.0510771151971946,0.311463111458701,0.138757342824475,0.0738426777648986,1.0
0.0800238552213208,0.0,0.3098958333333327,0.323843562861513,0.0416618035797671,0.72825211474052,0.527963605932153,0.391566265060241,0.268542774156758,0.527963605932153,0.4811298156266414,0.183660329074941,0.0,0.352402682150068,0.422879160218032,0.302142205842546,0.159237666580457,0.136142124451317,0.163155651473829,0.345775718926735,0.323843562861513,0.183660329074941,0.163155651473829,0.0800238552213208,0.0924573515537835,0.9302446970556696,0.141883750271395,0.208565425694512,0.326312883973152,0.0348985646089786,0.0
0.0591283425949027,0.0,0.2760416666666662,0.152639877146619,0.0483131425474197,0.878755802432973,0.736849215980417,0.570281124497992,0.320771563643284,0.736849215980417,0.4608764472082289,0.206754203413904,0.0,0.429897524325303,0.543201060323801,0.290889603014942,0.271143273418574,0.199297781343723,0.0598037698372409,0.259295041117662,0.152639877146619,0.206754203413904,0.0598037698372409,0.0591283425949027,0.0464591593800577,1.0,0.215094462721672,0.205727359457659,0.339867618148771,0.023009708017485,0.0
0.090380490275904,0.0,0.5794270833333333,0.21552595675974,0.0041985430118826,0.119931609952058,0.101816478849144,0.144578313253012,0.0502419981540292,0.101816478849144,0.100058610667346,0.190625685673838,0.0,0.0837640396670899,0.102055506689325,0.224113950364202,0.082705535302813,0.0425275750935947,0.309493185430854,0.283529132222509,0.21552595675974,0.190625685673838,0.309493185430854,0.090380490275904,0.443307343192991,0.2225835834064184,0.0714249461347942,0.170570950472279,0.0845295438093761,0.0916996240780441,1.0
0.0607650927134949,0.0,0.484374999999999,0.106308342366001,0.0157879283502126,0.632712368435892,0.404129776222115,0.196787148594378,0.172701544077766,0.404129776222115,0.6331667449648789,0.175191994868612,0.0,0.287882060397266,0.484749105578699,0.255740047851341,0.44476666939822,0.223091433953116,0.162963727726394,0.304821574941171,0.106308342366001,0.175191994868612,0.162963727726394,0.0607650927134949,0.108979101000124,0.7203234948067271,0.130916202779067,0.32097738035844,0.350251978460801,0.0131100987804121,0.0
0.0568464787897561,0.0,0.4752604166666667,0.0503557093144397,0.0072136867872978,0.256050012073499,0.153538574160542,0.186746987951807,0.0190534350336869,0.153538574160542,0.1797778691372073,0.38419525528111,0.0,0.211531253748127,0.140870566851913,0.139776712577692,0.167121556730627,0.234918015127749,0.66357860877349,0.477690356511649,0.0503557093144397,0.38419525528111,0.66357860877349,0.0568464787897561,0.440844485464093,0.510495540378198,0.0106241572523479,0.295177186290247,0.0607607651729964,0.0190888599725821,1.0
0.0383600534640292,0.0,0.5768229166666666,0.171009278764985,0.0018201567265626,0.118203282785864,0.0759701723078603,0.0803212851405623,0.0366249860546143,0.0759701723078603,0.1869857431373452,0.136089605448868,0.0,0.0753611673140959,0.104941367172821,0.267758291936872,0.213298411906942,0.0631457467934106,0.281108458973853,0.237237350973292,0.171009278764985,0.136089605448868,0.281108458973853,0.0383600534640292,0.335601239895382,0.2096759150637279,0.035031382520603,0.296886624841073,0.0585796683796433,0.129769618504436,1.0
0.0535336003816209,0.0,0.5416666666666656,0.237291619223999,0.0018261478213688,0.0675914911982327,0.0180831161376993,0.22289156626506,0.0556104033339425,0.0180831161376993,0.1156454146439365,0.14165206174923,0.0,0.0176845814965873,0.0405643712184056,0.284877060721099,0.221079974163033,0.183336869950725,0.609765365852845,0.303159502471882,0.237291619223999,0.14165206174923,0.609765365852845,0.0535336003816209,0.568790030873871,0.1965664222810855,0.0399382313024294,0.570322525712077,0.221932085611191,0.19980390145003,1.0
